平板,1,﻿很不错。。。。。。很好的平板
平板,1,帮同学买的，同学说感觉挺好，质量也不错
平板,1,东西不错，一看就是正品包装，还没有开机，相信京东，都是老顾客，还是京东值得信赖，给五星好评
平板,1,总体而言，产品还是不错的。
平板,1,好，不错，真的很好不错
平板,1,很好，音响效果不错。挺喜欢的，用了一段时间才来评价的。
平板,1,包装不是很好，里面太空了我不塞多点汽泡袋，其它的还可以
平板,1,之前一直用华为手机，觉得不错，想试一下平板，前天下单，昨天到货，试了一下，感觉还不错，家里也有ipad，两者不能比较，各有各的好，只是近年一直都用华为，手机，盒子用起来都不错，现在是老妈用苹果手机用ipad，我都用华为，用习惯了。大小也正合适，挺喜欢的，唯一欠缺的一点就是没有耳机。后面多用几次再追评吧。
平板,1,说实话，非常喜欢，这个是送给客户的，之前送的苹果派的，但是不能拷文件，自从找到这款，物美价廉，经济实惠，很喜欢！！！买了好几个了
平板,1,续航能力也太差了吧，看视频1个小时就25%了
平板,1,国产优品，质量好速度快，值得拥有！！！单卡+TF扩展！
平板,1,昨天下单，今天就到了。不错挺好的。还送套，膜还有乐视卡
平板,1,很好！家人很喜欢！到现在没有任何问题！京东还是值得信赖的！
平板,1,东西收到了 感觉有点反应不是很快，还算能用吧。
平板,1,东西收到了，东西不错
平板,1,东西质量不错，一直信赖京东，棒棒的！！
平板,1,外观不错，手感也很好，非常喜欢
平板,1,华为品质，一如既往的好！
平板,1,不错，是正品。
平板,1,还行！速度挺快的，支持国货，第一次用华为，没有让我失望。之前买的32的，屏幕有漏光点儿，换过改退货，京东还是挺靠谱的，后来重新下单买的64的。两个月前给媳妇儿买的苹果的，不能插电话卡的三千三，媳妇儿说还不如买苹果，但是我觉得还是华为这个好。大小合适，放在小包里刚好好。电池也耐用，一天出去玩儿带办公，基本没什么问题
平板,1,首先挺好看的，拿着也舒服。音效真心不错，第一次买华为平板，好评。
平板,1,送朋友的，昨天晚上下单，今天一早就收到货啦！京东的物流120个?，应该是正品。
平板,1,买了送人的，没有拆开，包装高大上，以前自用买了一个，这次活动便宜好几百，价格好划算啊，以后还会降价吗？？？
平板,1,很不错的东西，老年人有点一点不费劲?
平板,1,物流快，轻薄，速度快，适合老人小孩看视频和玩小游戏，这个价格不错！
平板,1,不带，机子质量蛮好
平板,1,帮朋友买的，朋友说很喜欢
平板,1,给朋友买的说不错
平板,1,一般般 会有卡顿 看电影还行
平板,1,手机还是不错的，只是刚买一个月掉水里屏坏了，到华为售后换个屏九百啊。。
平板,1,奶制品一直是在京东买，主要是快递快，加个还可以，省的跑超市买，我老家的生活用品，电器，都是我在京东买的，快递基本上都是次日到，很方便希望京东以后也要注意一些细节，像包装就没某猫包装好
平板,1,屏大，电量足，声音好，速度快。照相比其他高端机略有不足。
平板,1,挺好的，大小刚好！
平板,1,高配功能更为齐全 建议有钱就有高配起来比较好！
平板,1,音效特棒，不论耳机听还是外放，尤其是开机时简直震撼，大小舒适，屏幕细腻，看电影很带感，续航不错，性能在安卓平板里这个价位也是上上之选。
平板,1,华为荣耀国人的骄傲，坚决支持华为，抵制美日，质量没得说
平板,1,用了很久才来评价，手机质量不错，价格合理，给个五星，支持京东购物。
平板,1,性价比很高。日常看看视频，上上网够用，反应速度可以。屏幕清淅度也不错。能扩展存储。有点重，可接受范围内。暂时最大不满意是主题可选太少，而且没发现能像手机那样下载更新主题。送货速度快，上午下单，下午到，赠品的膜与套都很好。总体很满意。
平板,1,以后若出现不可接受的大问题 会补评，毕竟安卓平板比不了苹果平板，个人不怎么喜欢苹果封闭性，大家仁者见仁，各取所需，供有需求的朋友参考。
平板,1,给老人买的生日礼物，屏大，待机时间长，老人喜欢！
平板,1,性价比不错的机器，就是接口还是老的。送的手机壳不太好，磁力感应很麻烦，放后面也会锁屏，真想剪了
平板,1,买家印象颜色好看做工精细比官网便宜无色差原装正品
平板,1,华为质量不错支持国产这平板还可以打电话，京东快递速度特别快。
平板,1,给孩子买的 性价比很高 支持国产
平板,1,试用了半天，还行，不过确实黑边太大了一点，但是只要质量过硬也算值得，另外声音不是很大，只希望能耐用就行了。
平板,1,还好啦，帮朋友买的
平板,1,不错的平板，触屏很灵敏，屏幕清晰，很漂亮。
平板,1,华为的东西做工真是不错，后背还是金属的质感好。但是侧边塑料的感觉稍微有点low。给老人买的，声音比较大。老人听了还可以。
平板,1,爷爷很喜欢 屏幕特大
平板,1,用了一段时间感觉还不错，现在华为做的是国内最好的了！支持国产，下软件给孩子学习用的，之前就是纠结买10寸的青春版还是这款，选了半天还是这款的配置高，处理器好，如果能有10寸大屏还这么高的配置就完美了
平板,1,用了一个礼拜了吧，个人觉得很满意！暂时没发现什么不足！平时也就是孩子学习，看看电视什么的！够用了
平板,1,使用了很久，天天玩王者荣耀。哈哈哈
平板,1,总体来说感觉很好，华为商誉还是不错的，平板的电量和运存都值得称赞
平板,1,这个价格也就这样吧。给孩子放儿歌可以了
平板,1,东西不错，手感不错， 东西不错，手感不错， 东西不错，手感不错
平板,1,机子真心不错！就是连个皮套或者耳机都没有送我一个！有点纳闷！但是支持国货的心不变！
平板,1,收到东西很快，包装精美，京东618真的很便宜哦！
平板,1,还不错，挺快的
平板,1,物流速度就不用说了，屏显效果很棒，给小孩儿用的，应该够用，长宽比例感觉有点偏大，不过适合看电影，其他应该还可以
平板,1,物流很快。
平板,1,不是特别大也不是特别小 总的来说还不错 没有耳机 数据线充电器都有的 个人感觉耗电比较快 物流配送服务很棒 很快也很专业 目前没有什么大的问题 后期再来补评价
平板,1,还可以吧！！！！！
平板,1,拿回家女儿乐坏了，很喜欢。
